Drug_ATC,Drug_name,Side_effect,Freq_media
L02BG03,anastrozole,Endometrial cancer,0.0026867042857142
L02BG03,anastrozole,Hot flush,0.157449794117647
L02BG03,anastrozole,Menopausal symptoms,0.157449794117647
L02BG03,anastrozole,Tumour flare,0.0316230999999999
L02BG03,anastrozole,Insomnia,0.07988174
L02BG03,anastrozole,Breast neoplasm,0.0489828999999999
L02BG03,anastrozole,Coronary artery disease,0.0085676849999999
L02BG03,anastrozole,Mood swings,0.1265349999999999
L02BG03,anastrozole,Vaginal haemorrhage,0.04004705125
G04BE07,apomorphine,Angina pectoris,0.13
G04BE07,apomorphine,Chest pain,0.13
G04BE07,apomorphine,Confusional state,0.05
G04BE07,apomorphine,Feeling abnormal,0.05
G04BE07,apomorphine,Contusion,0.16
G04BE07,apomorphine,Dizziness,0.1
G04BE07,apomorphine,Somnolence,0.1749999999999999
G04BE07,apomorphine,Dyskinesia,0.2299999999999999
G04BE07,apomorphine,Oedema,0.05
G04BE07,apomorphine,Granuloma,0.04
G04BE07,apomorphine,Hallucination,0.05
G04BE07,apomorphine,Orthostatic hypotension,0.1
G04BE07,apomorphine,Nausea,0.205
G04BE07,apomorphine,Pruritus,0.02
G04BE07,apomorphine,Swelling,0.05
G04BE07,apomorphine,Vomiting,0.205
G04BE07,apomorphine,Yawning,0.2
G04BE07,apomorphine,Nasopharyngitis,0.1
G04BE07,apomorphine,Rhinorrhoea,0.1
N04BC07,apomorphine,Angina pectoris,0.13
N04BC07,apomorphine,Chest pain,0.13
N04BC07,apomorphine,Confusional state,0.05
N04BC07,apomorphine,Feeling abnormal,0.05
N04BC07,apomorphine,Contusion,0.16
N04BC07,apomorphine,Dizziness,0.1
N04BC07,apomorphine,Somnolence,0.1749999999999999
N04BC07,apomorphine,Dyskinesia,0.2299999999999999
N04BC07,apomorphine,Oedema,0.05
N04BC07,apomorphine,Granuloma,0.04
N04BC07,apomorphine,Hallucination,0.05
N04BC07,apomorphine,Orthostatic hypotension,0.1
N04BC07,apomorphine,Nausea,0.205
N04BC07,apomorphine,Pruritus,0.02
N04BC07,apomorphine,Swelling,0.05
N04BC07,apomorphine,Vomiting,0.205
N04BC07,apomorphine,Yawning,0.2
N04BC07,apomorphine,Nasopharyngitis,0.1
N04BC07,apomorphine,Rhinorrhoea,0.1
S01EA03,apraclonidine,Asthenia,0.0005
S01EA03,apraclonidine,Mental disorder,0.0005
S01EA03,apraclonidine,Blepharitis,0.0005
S01EA03,apraclonidine,Conjunctivitis,0.0005
S01EA03,apraclonidine,Eyelid ptosis,0.0005
S01EA03,apraclonidine,Blepharospasm,0.0005
S01EA03,apraclonidine,Chest pain,0.0005
S01EA03,apraclonidine,Infection,0.0005
S01EA03,apraclonidine,Constipation,0.0005
S01EA03,apraclonidine,Dermatitis,0.0005
S01EA03,apraclonidine,Dermatitis contact,0.0005
S01EA03,apraclonidine,Dizziness,0.0005
S01EA03,apraclonidine,Dysgeusia,0.01525
S01EA03,apraclonidine,Dyspnoea,0.0005
S01EA03,apraclonidine,Eye disorder,0.0005
S01EA03,apraclonidine,Eyelid disorder,0.0005
S01EA03,apraclonidine,Fatigue,0.0005
S01EA03,apraclonidine,Gastrointestinal disorder,0.0005
S01EA03,apraclonidine,Headache,0.0005
S01EA03,apraclonidine,Hyperaemia,0.13
S01EA03,apraclonidine,Irritability,0.0005
S01EA03,apraclonidine,Eye pruritus,0.0005
S01EA03,apraclonidine,Keratitis,0.0005
S01EA03,apraclonidine,Mediastinal disorder,0.0005
S01EA03,apraclonidine,Mydriasis,0.0005
S01EA03,apraclonidine,Nausea,0.0005
S01EA03,apraclonidine,Nervous system disorder,0.0005
S01EA03,apraclonidine,Nervousness,0.0005
S01EA03,apraclonidine,Tension,0.0005
S01EA03,apraclonidine,Pruritus,0.1
S01EA03,apraclonidine,Rhinitis,0.0005
S01EA03,apraclonidine,Angiopathy,0.0005
S01EA03,apraclonidine,Vasodilation procedure,0.0005
S01EA03,apraclonidine,Dry mouth,0.05025
S01EA03,apraclonidine,Photophobia,0.0005
S01EA03,apraclonidine,Conjunctival oedema,0.0005
S01EA03,apraclonidine,Eye pain,0.0005
S01EA03,apraclonidine,Lacrimation increased,0.0136666666666666
S01EA03,apraclonidine,Endophthalmitis,0.0005
S01EA03,apraclonidine,Ocular hyperaemia,0.0005
S01EA03,apraclonidine,Eyelid oedema,0.0005
S01EA03,apraclonidine,Skin disorder,0.0005
S01EA03,apraclonidine,Malaise,0.0005
S01EA03,apraclonidine,Discomfort,0.0401666666666666
S01EA03,apraclonidine,Feeling abnormal,0.0005
S01EA03,apraclonidine,Ill-defined disorder,0.0005
S01EA03,apraclonidine,Nasal dryness,0.01025
S01EA03,apraclonidine,Visual acuity reduced,0.0005
S01EA03,apraclonidine,Eye irritation,0.0005
S01EA03,apraclonidine,Keratopathy,0.0005
S01EA03,apraclonidine,Erythema of eyelid,0.0005
S01EA03,apraclonidine,Dry eye,0.0005
S01EA03,apraclonidine,Vision blurred,0.0005
S01EA03,apraclonidine,Eye discharge,0.0005
S01EA03,apraclonidine,Coordination abnormal,0.0005
S01EA03,apraclonidine,Throat irritation,0.0005
S01EA03,apraclonidine,Eye oedema,0.0005
S01EA03,apraclonidine,Infestation,0.0005
S01EA03,apraclonidine,Corneal infiltrates,0.0005
S01EA03,apraclonidine,Conjunctival follicles,0.0005
S01EA03,apraclonidine,Foreign body sensation in eyes,0.0005
S01EA03,apraclonidine,Eyelid margin crusting,0.0005
S01EA03,apraclonidine,Ocular discomfort,0.0005
S01EA03,apraclonidine,Nasopharyngitis,0.0005
S01EA03,apraclonidine,Rhinorrhoea,0.0005
S01EA03,apraclonidine,Parosmia,0.005
S01EA03,apraclonidine,Somnolence,0.0005
S01EA03,apraclonidine,Visual impairment,0.0005
B01AE03,argatroban,Gastrointestinal pain,0.0249999999999999
B01AE03,argatroban,Abdominal pain,0.0249999999999999
B01AE03,argatroban,Angina pectoris,0.0178571
B01AE03,argatroban,Aortic valve stenosis,0.00892857
B01AE03,argatroban,Apnoea,0.052
B01AE03,argatroban,Atrial fibrillation,0.072
B01AE03,argatroban,Back pain,0.1085
B01AE03,argatroban,Cerebrovascular disorder,0.0243095233333333
B01AE03,argatroban,Chest pain,0.066785714
B01AE03,argatroban,Infection,0.04575
B01AE03,argatroban,Confusional state,0.0233333333333333
B01AE03,argatroban,Feeling abnormal,0.0233333333333333
B01AE03,argatroban,Constipation,0.0366666666666666
B01AE03,argatroban,Coronary artery thrombosis,0.0178571
B01AE03,argatroban,Cough,0.022
B01AE03,argatroban,Diarrhoea,0.0454285714285714
B01AE03,argatroban,Dizziness,0.0233333333333333
B01AE03,argatroban,Dyspnoea,0.0844999999999999
B01AE03,argatroban,Rash,0.0433333333333333
B01AE03,argatroban,Dermatitis,0.0433333333333333
B01AE03,argatroban,Body temperature increased,0.042742857
B01AE03,argatroban,Gastrooesophageal reflux disease,0.00892857
B01AE03,argatroban,Gastrointestinal disorder,0.00892857
B01AE03,argatroban,Gastrointestinal haemorrhage,0.00892857
B01AE03,argatroban,Headache,0.0545
B01AE03,argatroban,Cardiac arrest,0.06475
B01AE03,argatroban,Cardiac failure,0.025
B01AE03,argatroban,Haematemesis,0.026
B01AE03,argatroban,Haematoma,0.036
B01AE03,argatroban,Haematuria,0.0312
B01AE03,argatroban,Haemoptysis,0.0153333333333333
B01AE03,argatroban,Haemorrhage,0.0342
B01AE03,argatroban,Haemoglobin,0.0341999999999999
B01AE03,argatroban,Hypotension,0.0628
B01AE03,argatroban,Renal failure acute,0.05
B01AE03,argatroban,Myocardial infarction,0.03585715
B01AE03,argatroban,Acute coronary syndrome,0.03585715
B01AE03,argatroban,Nausea,0.0432222222222222
B01AE03,argatroban,Pain,0.0474
B01AE03,argatroban,Pleural effusion,0.04
B01AE03,argatroban,Pneumonia,0.0692
B01AE03,argatroban,Pulmonary oedema,0.00892857
B01AE03,argatroban,Pulmonary embolism,0.08
B01AE03,argatroban,Respiratory failure,0.0233333333333333
B01AE03,argatroban,Tachycardia,0.0475
B01AE03,argatroban,Thrombophlebitis,0.0566666666666666
B01AE03,argatroban,Thrombosis,0.1242147
B01AE03,argatroban,Urinary tract infection,0.0545
B01AE03,argatroban,Angiopathy,0.00892857
B01AE03,argatroban,Ventricular tachycardia,0.0395
B01AE03,argatroban,Vomiting,0.0447142857142857
B01AE03,argatroban,Gangrene,0.0333333333333333
B01AE03,argatroban,Haemorrhage intracranial,0.0025
B01AE03,argatroban,Retroperitoneal haemorrhage,0.00892857
B01AE03,argatroban,Myocardial ischaemia,0.0178571
B01AE03,argatroban,Renal impairment,0.0375
B01AE03,argatroban,Coronary artery occlusion,0.0178571
B01AE03,argatroban,Arterial thrombosis,0.00892857
B01AE03,argatroban,Peripheral ischaemia,0.07
B01AE03,argatroban,Sepsis,0.0873333333333333
B01AE03,argatroban,Bradycardia,0.04
C07AB03,atenolol,Aggression,0.0005
C07AB03,atenolol,Agranulocytosis,0.0005
C07AB03,atenolol,Alopecia,0.0005
C07AB03,atenolol,Anxiety,0.0005
C07AB03,atenolol,Arrhythmia,0.00155
C07AB03,atenolol,Atrial fibrillation,0.1239407166666666
C07AB03,atenolol,Atrial flutter,0.0337393833333333
C07AB03,atenolol,Atrioventricular block,0.0504500625
C07AB03,atenolol,Bronchospasm,0.01227234875
C07AB03,atenolol,Cholestasis,0.0005
C07AB03,atenolol,Confusional state,0.0005
C07AB03,atenolol,Feeling abnormal,0.0005
C07AB03,atenolol,Depression,0.0552499999999999
C07AB03,atenolol,Dermatitis exfoliative,0.0005
C07AB03,atenolol,Diarrhoea,0.0175
C07AB03,atenolol,Dizziness,0.0419285714285714
C07AB03,atenolol,Somnolence,0.00775
C07AB03,atenolol,Dyspepsia,0.0005
C07AB03,atenolol,Dyspnoea,0.0289999999999999
C07AB03,atenolol,Rash,0.0005
C07AB03,atenolol,Dermatitis,0.0005
C07AB03,atenolol,Fatigue,0.0612777777777777
C07AB03,atenolol,Asthenia,0.0612777777777777
C07AB03,atenolol,Body temperature increased,0.0005
C07AB03,atenolol,Headache,0.0005
C07AB03,atenolol,Cardiac arrest,0.002
C07AB03,atenolol,Cardiomegaly,0.0005
C07AB03,atenolol,Cardiac failure,0.238496
C07AB03,atenolol,Cardiac septal defect,0.0093959225
C07AB03,atenolol,Ventricular septal defect,0.0093959225
C07AB03,atenolol,Hypotension,0.236228125
C07AB03,atenolol,Orthostatic hypotension,0.03
C07AB03,atenolol,Laryngospasm,0.0005
C07AB03,atenolol,Pulmonary oedema,0.0005
C07AB03,atenolol,Pain in extremity,0.01125
C07AB03,atenolol,Lethargy,0.01175
C07AB03,atenolol,Systemic lupus erythematosus,0.0005
C07AB03,atenolol,Mitral valve incompetence,0.0093959225
C07AB03,atenolol,Nausea,0.0266666666666666
C07AB03,atenolol,Nightmare,0.0005
C07AB03,atenolol,Peyronie's disease,0.0005
C07AB03,atenolol,Vascular purpura,0.0005
C07AB03,atenolol,Purpura,0.0005
C07AB03,atenolol,Renal failure,0.00452459
C07AB03,atenolol,Cardiogenic shock,0.01213322
C07AB03,atenolol,Status asthmaticus,0.0005
C07AB03,atenolol,Supraventricular tachycardia,0.2238145
C07AB03,atenolol,Thrombocytopenia,0.0005
C07AB03,atenolol,Ventricular tachycardia,0.2788353333333333
C07AB03,atenolol,Vertigo,0.009
C07AB03,atenolol,Dry mouth,0.0005
C07AB03,atenolol,Mood swings,0.0005
C07AB03,atenolol,Affect lability,0.0005
C07AB03,atenolol,Arterial thrombosis,0.0005
C07AB03,atenolol,Colitis ischaemic,0.0005
C07AB03,atenolol,Systolic hypertension,0.0005
C07AB03,atenolol,Gastrointestinal disorder,0.0005
C07AB03,atenolol,Pain,0.0005
C07AB03,atenolol,Psoriasis,0.0005
C07AB03,atenolol,Hepatic enzyme increased,0.0005
C07AB03,atenolol,Erectile dysfunction,0.0005
C07AB03,atenolol,Oropharyngeal discomfort,0.0005
C07AB03,atenolol,Oropharyngeal pain,0.0005
C07AB03,atenolol,Dermatitis psoriasiform,0.0005
C07AB03,atenolol,Peripheral coldness,0.0351
C07AB03,atenolol,Vision blurred,0.0005
C07AB03,atenolol,Bradycardia,0.092462
C07AB03,atenolol,Sinus arrest,0.0005
C07AB03,atenolol,Hot flush,0.0005
C07AB03,atenolol,Menopausal symptoms,0.0005
C07AB03,atenolol,Amnesia,0.0005
C07AB03,atenolol,Myocardial infarction,0.0279377749999999
C07AB03,atenolol,Regurgitation,0.0093959225
C07AB11,atenolol,Aggression,0.0005
C07AB11,atenolol,Agranulocytosis,0.0005
C07AB11,atenolol,Alopecia,0.0005
C07AB11,atenolol,Anxiety,0.0005
C07AB11,atenolol,Arrhythmia,0.00155
C07AB11,atenolol,Atrial fibrillation,0.1239407166666666
C07AB11,atenolol,Atrial flutter,0.0337393833333333
C07AB11,atenolol,Atrioventricular block,0.0504500625
C07AB11,atenolol,Bronchospasm,0.01227234875
C07AB11,atenolol,Cholestasis,0.0005
C07AB11,atenolol,Confusional state,0.0005
C07AB11,atenolol,Feeling abnormal,0.0005
C07AB11,atenolol,Depression,0.0552499999999999
C07AB11,atenolol,Dermatitis exfoliative,0.0005
C07AB11,atenolol,Diarrhoea,0.0175
C07AB11,atenolol,Dizziness,0.0419285714285714
C07AB11,atenolol,Somnolence,0.00775
C07AB11,atenolol,Dyspepsia,0.0005
C07AB11,atenolol,Dyspnoea,0.0289999999999999
C07AB11,atenolol,Rash,0.0005
C07AB11,atenolol,Dermatitis,0.0005
C07AB11,atenolol,Fatigue,0.0612777777777777
C07AB11,atenolol,Asthenia,0.0612777777777777
C07AB11,atenolol,Body temperature increased,0.0005
C07AB11,atenolol,Headache,0.0005
C07AB11,atenolol,Cardiac arrest,0.002
C07AB11,atenolol,Cardiomegaly,0.0005
C07AB11,atenolol,Cardiac failure,0.238496
C07AB11,atenolol,Cardiac septal defect,0.0093959225
C07AB11,atenolol,Ventricular septal defect,0.0093959225
C07AB11,atenolol,Hypotension,0.236228125
C07AB11,atenolol,Orthostatic hypotension,0.03
C07AB11,atenolol,Laryngospasm,0.0005
C07AB11,atenolol,Pulmonary oedema,0.0005
C07AB11,atenolol,Pain in extremity,0.01125
C07AB11,atenolol,Lethargy,0.01175
C07AB11,atenolol,Systemic lupus erythematosus,0.0005
C07AB11,atenolol,Mitral valve incompetence,0.0093959225
C07AB11,atenolol,Nausea,0.0266666666666666
C07AB11,atenolol,Nightmare,0.0005
C07AB11,atenolol,Peyronie's disease,0.0005
C07AB11,atenolol,Vascular purpura,0.0005
C07AB11,atenolol,Purpura,0.0005
C07AB11,atenolol,Renal failure,0.00452459
C07AB11,atenolol,Cardiogenic shock,0.01213322
C07AB11,atenolol,Status asthmaticus,0.0005
C07AB11,atenolol,Supraventricular tachycardia,0.2238145
C07AB11,atenolol,Thrombocytopenia,0.0005
C07AB11,atenolol,Ventricular tachycardia,0.2788353333333333
C07AB11,atenolol,Vertigo,0.009
C07AB11,atenolol,Dry mouth,0.0005
C07AB11,atenolol,Mood swings,0.0005
C07AB11,atenolol,Affect lability,0.0005
C07AB11,atenolol,Arterial thrombosis,0.0005
C07AB11,atenolol,Colitis ischaemic,0.0005
C07AB11,atenolol,Systolic hypertension,0.0005
C07AB11,atenolol,Gastrointestinal disorder,0.0005
C07AB11,atenolol,Pain,0.0005
C07AB11,atenolol,Psoriasis,0.0005
C07AB11,atenolol,Hepatic enzyme increased,0.0005
C07AB11,atenolol,Erectile dysfunction,0.0005
C07AB11,atenolol,Oropharyngeal discomfort,0.0005
C07AB11,atenolol,Oropharyngeal pain,0.0005
C07AB11,atenolol,Dermatitis psoriasiform,0.0005
C07AB11,atenolol,Peripheral coldness,0.0351
C07AB11,atenolol,Vision blurred,0.0005
C07AB11,atenolol,Bradycardia,0.092462
C07AB11,atenolol,Sinus arrest,0.0005
C07AB11,atenolol,Hot flush,0.0005
C07AB11,atenolol,Menopausal symptoms,0.0005
C07AB11,atenolol,Amnesia,0.0005
C07AB11,atenolol,Myocardial infarction,0.0279377749999999
C07AB11,atenolol,Regurgitation,0.0093959225
C10AA05,atorvastatin,Gastrointestinal pain,0.0188
C10AA05,atorvastatin,Abdominal pain,0.0188
C10AA05,atorvastatin,Amnesia,0.0005
C10AA05,atorvastatin,Anaphylactic shock,0.0005
C10AA05,atorvastatin,Angioedema,0.0005
C10AA05,atorvastatin,Arrhythmia,0.0005
C10AA05,atorvastatin,Arthralgia,0.0366666666666666
C10AA05,atorvastatin,Musculoskeletal discomfort,0.02603125
C10AA05,atorvastatin,Asthenia,0.0176111111111111
C10AA05,atorvastatin,Back pain,0.0214
C10AA05,atorvastatin,Breast disorder,0.0005
C10AA05,atorvastatin,Chest pain,0.0005
C10AA05,atorvastatin,Infection,0.0812
C10AA05,atorvastatin,Confusional state,0.0005
C10AA05,atorvastatin,Feeling abnormal,0.0005
C10AA05,atorvastatin,Constipation,0.015
C10AA05,atorvastatin,Diarrhoea,0.033625
C10AA05,atorvastatin,Dizziness,0.0005
C10AA05,atorvastatin,Dysgeusia,0.0005
C10AA05,atorvastatin,Dyspepsia,0.0308571428571428
C10AA05,atorvastatin,Toxic epidermal necrolysis,0.0005
C10AA05,atorvastatin,Erythema multiforme,0.0005
C10AA05,atorvastatin,Rash,0.0205833333333333
C10AA05,atorvastatin,Dermatitis,0.0205833333333333
C10AA05,atorvastatin,Fatigue,0.0005
C10AA05,atorvastatin,Flatulence,0.0212
C10AA05,atorvastatin,Gynaecomastia,0.0005
C10AA05,atorvastatin,Headache,0.076
C10AA05,atorvastatin,Hypersensitivity,0.0152
C10AA05,atorvastatin,Hypoaesthesia,0.0005
C10AA05,atorvastatin,Influenza,0.0196
C10AA05,atorvastatin,Renal failure acute,0.0005
C10AA05,atorvastatin,Muscle spasms,0.0329999999999999
C10AA05,atorvastatin,Musculoskeletal pain,0.037
C10AA05,atorvastatin,Myoglobin urine present,0.0005
C10AA05,atorvastatin,Myoglobinuria,0.0005
C10AA05,atorvastatin,Nasopharyngitis,0.0825
C10AA05,atorvastatin,Nausea,0.0263333333333333
C10AA05,atorvastatin,Pain in extremity,0.0595
C10AA05,atorvastatin,Pancreatitis,0.0005
C10AA05,atorvastatin,Neuropathy peripheral,0.0005
C10AA05,atorvastatin,Pharyngitis,0.0147999999999999
C10AA05,atorvastatin,Rhabdomyolysis,0.0005
C10AA05,atorvastatin,Sinusitis,0.0286
C10AA05,atorvastatin,Stevens-Johnson syndrome,0.0005
C10AA05,atorvastatin,Thrombocytopenia,0.0005
C10AA05,atorvastatin,Urinary tract infection,0.0565
C10AA05,atorvastatin,Weight increased,0.0005
C10AA05,atorvastatin,Hepatic failure,0.0005
C10AA05,atorvastatin,Oedema peripheral,0.0005
C10AA05,atorvastatin,Injury,0.0248
C10AA05,atorvastatin,Muscular weakness,0.0005
C10AA05,atorvastatin,Alanine aminotransferase increased,0.004
C10AA05,atorvastatin,Tendon rupture,0.0005
C10AA05,atorvastatin,Malnutrition,0.0005
C10AA05,atorvastatin,Interstitial lung disease,0.0005
C10AA05,atorvastatin,Myalgia,0.01965
C10AA05,atorvastatin,Memory impairment,0.0005
C10AA05,atorvastatin,Hepatobiliary disease,0.0005
C10AA05,atorvastatin,Muscle swelling,0.0005
C10AA05,atorvastatin,Cognitive disorder,0.0005
C10AA05,atorvastatin,Drug interaction,0.0005
C10AA05,atorvastatin,Laryngeal pain,0.022
C10AA05,atorvastatin,Insomnia,0.0295
C10AA05,atorvastatin,Immune-mediated necrotising myopathy,0.0005
L04AX01,azathioprine,Agranulocytosis,0.0005
L04AX01,azathioprine,Alopecia,0.0005
L04AX01,azathioprine,Anaemia,0.0055
L04AX01,azathioprine,Aplastic anaemia,0.0005
L04AX01,azathioprine,Anaemia megaloblastic,0.0005
L04AX01,azathioprine,Colitis,5e-05
L04AX01,azathioprine,Infection,0.1025
L04AX01,azathioprine,Diarrhoea,5e-05
L04AX01,azathioprine,Diverticulitis,5e-05
L04AX01,azathioprine,Toxic epidermal necrolysis,5e-05
L04AX01,azathioprine,Inflammatory bowel disease,5e-05
L04AX01,azathioprine,Intestinal perforation,5e-05
L04AX01,azathioprine,Leukopenia,0.28
L04AX01,azathioprine,Non-Hodgkin's lymphoma,0.005
L04AX01,azathioprine,Lymphoma,0.005
L04AX01,azathioprine,Pancreatitis,0.0055
L04AX01,azathioprine,Pancytopenia,0.0005
L04AX01,azathioprine,Pneumonia,5e-05
L04AX01,azathioprine,Stevens-Johnson syndrome,5e-05
L04AX01,azathioprine,Erythema multiforme,5e-05
L04AX01,azathioprine,Thrombocytopenia,0.505
L04AX01,azathioprine,Hepatocellular injury,0.0005
L04AX01,azathioprine,Liver injury,0.0005
L04AX01,azathioprine,Hepatosplenic T-cell lymphoma,5e-05
D10AX03,azelaic,Dermatitis contact,0.005
