flat,drug_name,side_effect_se,freq_mean_y
CID100010631,medroxyprogesterone,Dyspareunia,0.0005
CID100010631,medroxyprogesterone,Thirst,0.0005
CID100012536,desonide,Asthma,0.00387597
CID100012536,desonide,Mental disorder,0.00387597
CID100012536,desonide,Infection,0.200005
CID100012536,desonide,Cough,0.025819799999999997
CID100012536,desonide,Dermatitis contact,0.00903062
CID100012536,desonide,Headache,0.01162127
CID100012536,desonide,Irritability,0.00258398
CID100012536,desonide,Mediastinal disorder,0.05292495
CID100012536,desonide,Nervous system disorder,0.01162127
CID100012536,desonide,Pharyngitis,0.00258398
CID100012536,desonide,Pharyngitis streptococcal,0.005161300000000001
CID100012536,desonide,Telangiectasia,0.011607919999999999
CID100012536,desonide,Upper respiratory tract infection,0.07873145000000001
CID100012536,desonide,Viral infection,0.00775195
CID100012536,desonide,Application site reaction,0.01933987
CID100012536,desonide,Skin striae,0.01933987
CID100012536,desonide,Skin disorder,0.0283838
CID100012536,desonide,Application site atrophy,0.00645995
CID100012536,desonide,Blood pressure increased,0.01032927
CID100012536,desonide,Application site rash,0.005161300000000001
CID100012536,desonide,Infestation,0.200005
CID100012536,desonide,Application site pain,0.0528717
CID100012536,desonide,Application site burn,0.0528717
CID100012536,desonide,Hyperglycaemia,0.02
CID100012536,desonide,Swelling face,0.0005
CID100012536,desonide,Atrophy,0.01933987
CID100012536,desonide,Application site irritation,0.0005
CID100012536,desonide,Application site erythema,0.0005
CID100012555,benzydamine,Sensory loss,0.097
CID100012555,benzydamine,Hypoaesthesia,0.097
CID100012555,benzydamine,Vomiting,0.021
CID100012555,benzydamine,Pain,0.082
CID100012620,Tadenan,Rash,0.006500000000000001
CID100012620,Tadenan,Dermatitis,0.006500000000000001
CID100012620,Tadenan,Pruritus,0.003
CID100012620,Tadenan,Application site reaction,0.026000000000000002
CID100012620,Tadenan,Dry skin,0.003
CID100012620,Tadenan,Acne,0.0015
CID100014789,ferumoxytol,Abdominal distension,0.0005
CID100014789,ferumoxytol,Gastrointestinal pain,0.009166666666666667
CID100014789,ferumoxytol,Abdominal pain,0.009166666666666667
CID100014789,ferumoxytol,Anaphylactic shock,0.0005
CID100014789,ferumoxytol,Angioedema,0.0005
CID100014789,ferumoxytol,Arrhythmia,0.0005
CID100014789,ferumoxytol,Arthralgia,0.0005
CID100014789,ferumoxytol,Musculoskeletal discomfort,0.0005
CID100014789,ferumoxytol,Asthenia,0.0005
CID100014789,ferumoxytol,Back pain,0.0035
CID100014789,ferumoxytol,Bronchospasm,0.0005
CID100014789,ferumoxytol,Chest pain,0.005928571428571429
CID100014789,ferumoxytol,Constipation,0.010750000000000001
CID100014789,ferumoxytol,Contusion,0.0005
CID100014789,ferumoxytol,Cough,0.009166666666666667
CID100014789,ferumoxytol,Cyanosis,0.0005
CID100014789,ferumoxytol,Dehydration,0.0005
CID100014789,ferumoxytol,Diarrhoea,0.02025
CID100014789,ferumoxytol,Dizziness,0.012785714285714286
CID100014789,ferumoxytol,Dysgeusia,0.0005
CID100014789,ferumoxytol,Dyspepsia,0.0005
CID100014789,ferumoxytol,Dyspnoea,0.007166666666666666
CID100014789,ferumoxytol,Ecchymosis,0.0005
CID100014789,ferumoxytol,Oedema,0.014499999999999999
CID100014789,ferumoxytol,Eosinophilia,0.0005
CID100014789,ferumoxytol,Epistaxis,0.0005
CID100014789,ferumoxytol,Rash,0.004833333333333334
CID100014789,ferumoxytol,Dermatitis,0.004833333333333334
CID100014789,ferumoxytol,Eye disorder,0.0005
CID100014789,ferumoxytol,Fatigue,0.0005
CID100014789,ferumoxytol,Body temperature increased,0.005071428571428572
CID100014789,ferumoxytol,Flushing,0.0005
CID100014789,ferumoxytol,Gastrointestinal disorder,0.0005
CID100014789,ferumoxytol,Glossodynia,0.0005
CID100014789,ferumoxytol,Gout,0.0005
CID100014789,ferumoxytol,Headache,0.013166666666666667
CID100014789,ferumoxytol,Cardiac arrest,0.0005
CID100014789,ferumoxytol,Cardiac failure congestive,0.0005
CID100014789,ferumoxytol,Haemorrhage,0.0005
CID100014789,ferumoxytol,Haemoglobin,0.0005
CID100014789,ferumoxytol,Hyperhidrosis,0.0005
CID100014789,ferumoxytol,Hyperkalaemia,0.0005
CID100014789,ferumoxytol,Hypersensitivity,0.0005
CID100014789,ferumoxytol,Hypertension,0.00525
CID100014789,ferumoxytol,Malignant hypertension,0.0005
CID100014789,ferumoxytol,Hyperventilation,0.0005
CID100014789,ferumoxytol,Hypotension,0.009833333333333335
CID100014789,ferumoxytol,Immune system disorder,0.0005
CID100014789,ferumoxytol,Renal failure chronic,0.0005
CID100014789,ferumoxytol,Laryngeal oedema,0.0005
CID100014789,ferumoxytol,Mediastinal disorder,0.0005
CID100014789,ferumoxytol,Myocardial infarction,0.0005
CID100014789,ferumoxytol,Acute coronary syndrome,0.0005
CID100014789,ferumoxytol,Nausea,0.0355
CID100014789,ferumoxytol,Nervous system disorder,0.0005
CID100014789,ferumoxytol,Night sweats,0.0005
CID100014789,ferumoxytol,Pain,0.0005
CID100014789,ferumoxytol,Paraesthesia,0.0005
CID100014789,ferumoxytol,Prurigo,0.0005
CID100014789,ferumoxytol,Pruritus,0.0055000000000000005
CID100014789,ferumoxytol,Muscle spasms,0.008166666666666668
CID100014789,ferumoxytol,Swelling,0.0005
CID100014789,ferumoxytol,Loss of consciousness,0.0005
CID100014789,ferumoxytol,Shock,0.0005
CID100014789,ferumoxytol,Syncope,0.0005
CID100014789,ferumoxytol,Tachycardia,0.0005
CID100014789,ferumoxytol,Urticaria,0.0005
CID100014789,ferumoxytol,Angiopathy,0.0005
CID100014789,ferumoxytol,Vasodilation procedure,0.0005
CID100014789,ferumoxytol,Vomiting,0.021833333333333333
CID100014789,ferumoxytol,Wheezing,0.0005
CID100014789,ferumoxytol,Dry mouth,0.0005
CID100014789,ferumoxytol,Burning sensation,0.0005
CID100014789,ferumoxytol,Oedema peripheral,0.026000000000000002
CID100014789,ferumoxytol,Hepatic function abnormal,0.0005
CID100014789,ferumoxytol,Injection site reaction,0.0005
CID100014789,ferumoxytol,Muscular weakness,0.0005
CID100014789,ferumoxytol,Lacrimation increased,0.0005
CID100014789,ferumoxytol,Respiratory arrest,0.0005
CID100014789,ferumoxytol,Malnutrition,0.0005
CID100014789,ferumoxytol,Skin hyperpigmentation,0.0005
CID100014789,ferumoxytol,Myalgia,0.0005
CID100014789,ferumoxytol,Increased appetite,0.0005
CID100014789,ferumoxytol,Decreased appetite,0.0005
CID100014789,ferumoxytol,Abdominal discomfort,0.0005
CID100014789,ferumoxytol,Abdominal pain upper,0.0005
CID100014789,ferumoxytol,Faeces discoloured,0.0005
CID100014789,ferumoxytol,Chest discomfort,0.0005
CID100014789,ferumoxytol,Pharyngeal oedema,0.0005
CID100014789,ferumoxytol,Swollen tongue,0.0005
CID100014789,ferumoxytol,Throat tightness,0.0005
CID100014789,ferumoxytol,Lip swelling,0.0005
CID100014789,ferumoxytol,Serum ferritin increased,0.0005
CID100014789,ferumoxytol,Hypoxia,0.0005
CID100014789,ferumoxytol,Hepatobiliary disease,0.0005
CID100014789,ferumoxytol,Pulse absent,0.0005
CID100014789,ferumoxytol,Anaphylactoid reaction,0.0005
CID100014789,ferumoxytol,Vision blurred,0.0005
CID100014789,ferumoxytol,Feeling hot,0.0005
CID100014789,ferumoxytol,Musculoskeletal stiffness,0.0005
CID100014789,ferumoxytol,Pruritus generalised,0.0005
CID100014789,ferumoxytol,Rash generalised,0.0005
CID100014789,ferumoxytol,Injection site haemorrhage,0.0005
CID100014789,ferumoxytol,Injection site bruising,0.0005
CID100014789,ferumoxytol,Blood glucose decreased,0.0005
CID100014789,ferumoxytol,Hot flush,0.0005
CID100014789,ferumoxytol,Menopausal symptoms,0.0005
CID100014789,ferumoxytol,Cardio-respiratory arrest,0.0005
CID100014789,ferumoxytol,Throat irritation,0.0005
CID100014789,ferumoxytol,Oxygen saturation decreased,0.0005
CID100014789,ferumoxytol,Injection site pruritus,0.0005
CID100014789,ferumoxytol,Injection site discolouration,0.0005
CID100014789,ferumoxytol,Infusion site swelling,0.0005
CID100014789,ferumoxytol,Respiratory failure,0.0005
CID100014789,ferumoxytol,Somnolence,0.0005
CID100014888,arsenic,Gastrointestinal pain,0.505
CID100014888,arsenic,Abdominal pain,0.505
CID100014888,arsenic,Anaemia,0.505
CID100014888,arsenic,Arthralgia,0.505
CID100014888,arsenic,Musculoskeletal discomfort,0.505
CID100014888,arsenic,Chest pain,0.505
CID100014888,arsenic,Pleuritic pain,0.505
CID100014888,arsenic,Diarrhoea,0.505
CID100014888,arsenic,Dizziness,0.55
CID100014888,arsenic,Dyspnoea,0.505
CID100014888,arsenic,Body temperature increased,0.505
CID100014888,arsenic,Headache,0.55
CID100014888,arsenic,Herpes zoster,0.505
CID100014888,arsenic,Hyperbilirubinaemia,0.505
CID100014888,arsenic,Hyperglycaemia,0.55
CID100014888,arsenic,Hypernatraemia,0.505
CID100014888,arsenic,Hypokalaemia,0.55
CID100014888,arsenic,Hypotension,0.505
CID100014888,arsenic,Leukocytosis,0.505
CID100014888,arsenic,Neutropenia,0.505
CID100014888,arsenic,Pain,0.505
CID100014888,arsenic,Pancytopenia,0.505
CID100014888,arsenic,Paraesthesia,0.5275000000000001
CID100014888,arsenic,Pericardial effusion,0.505
CID100014888,arsenic,Pleural effusion,0.505
CID100014888,arsenic,Convulsion,0.505
CID100014888,arsenic,Tachycardia,0.5275000000000001
CID100014888,arsenic,Thrombocytopenia,0.505
CID100014888,arsenic,Erythema,0.505
CID100014888,arsenic,Vasculitis,0.505
CID100014888,arsenic,Ventricular extrasystoles,0.505
CID100014888,arsenic,Hypermagnesaemia,0.505
CID100014888,arsenic,Hypomagnesaemia,0.5275000000000001
CID100014888,arsenic,Bone pain,0.505
CID100014888,arsenic,Electrocardiogram QT prolonged,0.505
CID100014888,arsenic,Aspartate aminotransferase increased,0.505
CID100014888,arsenic,Alanine aminotransferase increased,0.505
CID100014888,arsenic,Ketoacidosis,0.505
CID100014888,arsenic,Myalgia,0.505
CID100014888,arsenic,Hypoxia,0.505
CID100014888,arsenic,Vision blurred,0.505
CID100014888,arsenic,Febrile neutropenia,0.505
CID100014888,arsenic,Pulmonary alveolar haemorrhage,0.505
CID100016230,amiloride,Aplastic anaemia,0.0005
CID100016230,amiloride,Decreased appetite,0.061
CID100016230,amiloride,Coma,0.0005
CID100016230,amiloride,Confusional state,0.0005
CID100016230,amiloride,Feeling abnormal,0.0005
CID100016230,amiloride,Diarrhoea,0.038
CID100016230,amiloride,Headache,0.076
CID100016230,amiloride,Hepatic encephalopathy,0.0005
CID100016230,amiloride,Hyperkalaemia,0.08
CID100016230,amiloride,Jaundice,0.0005
CID100016230,amiloride,Hepatocellular injury,0.0005
CID100016230,amiloride,Liver disorder,0.0005
CID100016230,amiloride,Foetor hepaticus,0.0005
CID100016230,amiloride,Neutropenia,0.0005
CID100016230,amiloride,Peptic ulcer,0.0005
CID100016230,amiloride,Tremor,0.0005
CID100016230,amiloride,Vomiting,0.033
CID100016230,amiloride,Hepatic function abnormal,0.0005
CID100016362,pimozide,Agranulocytosis,0.0005
CID100016362,pimozide,Amenorrhoea,0.0005
CID100016362,pimozide,Anaemia,0.0005
CID100016362,pimozide,Aplastic anaemia,0.0005
CID100016362,pimozide,Haemolytic anaemia,0.0005
CID100016362,pimozide,Asthenia,0.19444450000000002
CID100016362,pimozide,Mental disorder,0.0005
CID100016362,pimozide,Breast disorder,0.0005
CID100016362,pimozide,Connective tissue disorder,0.0005
CID100016362,pimozide,Constipation,0.020166666666666666
CID100016362,pimozide,Dysphagia,0.0277778
CID100016362,pimozide,Depression,0.025
CID100016362,pimozide,Diarrhoea,0.005
CID100016362,pimozide,Dizziness,0.0035
CID100016362,pimozide,Somnolence,0.1445695
CID100016362,pimozide,Endocrine disorder,0.0005
CID100016362,pimozide,Eosinophilia,0.0005
CID100016362,pimozide,Grand mal convulsion,0.0005
CID100016362,pimozide,Eructation,0.005
CID100016362,pimozide,Rash,0.0372037
CID100016362,pimozide,Dermatitis,0.0372037
CID100016362,pimozide,Extrapyramidal disorder,0.0005
CID100016362,pimozide,Eye disorder,0.0005
CID100016362,pimozide,Faecal incontinence,0.0005
CID100016362,pimozide,Gastrointestinal disorder,0.0005
CID100016362,pimozide,Gingival hyperplasia,0.0005
CID100016362,pimozide,Gynaecomastia,0.0005
CID100016362,pimozide,Headache,0.056099960000000004
CID100016362,pimozide,Cardiac disorder,0.0005
CID100016362,pimozide,Blood disorder,0.0005
CID100016362,pimozide,Hyperhidrosis,0.0005
CID100016362,pimozide,Hyperprolactinaemia,0.0005
CID100016362,pimozide,Hyponatraemia,0.0005
CID100016362,pimozide,Hypothermia,0.0005
CID100016362,pimozide,Body temperature decreased,0.0005
CID100016362,pimozide,Leukopenia,0.0005
CID100016362,pimozide,Menstrual disorder,0.005
CID100016362,pimozide,Muscle spasms,0.005
CID100016362,pimozide,Muscle rigidity,0.006833333333333334
CID100016362,pimozide,Nausea,0.01
CID100016362,pimozide,Nervous system disorder,0.0005
CID100016362,pimozide,Neuroleptic malignant syndrome,0.0005
CID100016362,pimozide,Pancytopenia,0.0005
CID100016362,pimozide,Pruritus,0.0005
CID100016362,pimozide,Convulsion,0.0005
CID100016362,pimozide,Salivary hypersecretion,0.06498153333333333
CID100016362,pimozide,Speech disorder,0.01
CID100016362,pimozide,Torsade de pointes,0.0005
CID100016362,pimozide,Torticollis,0.0277778
CID100016362,pimozide,Tremor,0.0141389
CID100016362,pimozide,Urticaria,0.0005
CID100016362,pimozide,Ventricular fibrillation,0.0005
CID100016362,pimozide,Ventricular tachycardia,0.0005
CID100016362,pimozide,Vomiting,0.005
CID100016362,pimozide,Dry mouth,0.02016666666666667
CID100016362,pimozide,Urinary retention,0.0005
CID100016362,pimozide,Akinesia,0.04
CID100016362,pimozide,Oculogyric crisis,0.0005
CID100016362,pimozide,Cogwheel rigidity,0.0005
CID100016362,pimozide,Electroencephalogram abnormal,0.0005
CID100016362,pimozide,Electrocardiogram QT prolonged,0.0005
CID100016362,pimozide,Skin disorder,0.0005
CID100016362,pimozide,Myalgia,0.0277778
CID100016362,pimozide,Musculoskeletal discomfort,0.0277778
CID100016362,pimozide,Increased appetite,0.005
CID100016362,pimozide,Bradykinesia,0.0005
CID100016362,pimozide,Agitation,0.02333335
CID100016362,pimozide,Abnormal dreams,0.0277778
CID100016362,pimozide,Galactorrhoea,0.0005
CID100016362,pimozide,Erectile dysfunction,0.010166666666666666
CID100016362,pimozide,Vision blurred,0.0005
CID100016362,pimozide,Akathisia,0.026833333333333334
CID100016362,pimozide,Hyperkinesia,0.0416667
CID100016362,pimozide,Electrocardiogram abnormal,0.0277778
CID100016362,pimozide,Visual impairment,0.02222223333333333
CID100016362,pimozide,Tardive dyskinesia,0.0005
CID100016362,pimozide,Thrombocytopenic purpura,0.0005
CID100016362,pimozide,Muscle tightness,0.015
CID100016362,pimozide,Insomnia,0.0135
CID100016362,pimozide,Nuchal rigidity,0.0005
CID100016533,betamethasone,Cushing's syndrome,5e-05
CID100016533,betamethasone,Hypersensitivity,5e-05
CID100016533,betamethasone,Pruritus,0.505
CID100016533,betamethasone,Skin striae,5e-05
CID100016850,fluorescein,Gastrointestinal pain,0.003
CID100016850,fluorescein,Abdominal pain,0.003
CID100016850,fluorescein,Anaphylactic shock,0.00033125
CID100016850,fluorescein,Angina pectoris,0.000275
CID100016850,fluorescein,Asthenia,0.0005
CID100016850,fluorescein,Asthma,0.000275
CID100016850,fluorescein,Vertebrobasilar insufficiency,0.0005
CID100016850,fluorescein,Bronchospasm,0.0005
CID100016850,fluorescein,Chest pain,0.0005
CID100016850,fluorescein,Cough,0.0020166666666666666
CID100016850,fluorescein,Dermatitis,0.0005
CID100016850,fluorescein,Dizziness,0.08625
CID100016850,fluorescein,Dysgeusia,0.25275
CID100016850,fluorescein,Dyspnoea,5e-05
CID100016850,fluorescein,Eczema,0.0005
CID100016850,fluorescein,Oedema,0.0005
CID100016850,fluorescein,Rash,0.0005
CID100016850,fluorescein,Extravasation,0.25275
CID100016850,fluorescein,Gastrointestinal disorder,0.003
CID100016850,fluorescein,Headache,0.003
CID100016850,fluorescein,Cardiac arrest,0.0005
CID100016850,fluorescein,Cardiac disorder,0.0005
CID100016850,fluorescein,Hyperhidrosis,0.0005
CID100016850,fluorescein,Hypersensitivity,0.0020166666666666666
CID100016850,fluorescein,Hypertension,0.000275
CID100016850,fluorescein,Hypoaesthesia,0.0005
CID100016850,fluorescein,Hypotension,0.0005
CID100016850,fluorescein,Immune system disorder,0.0005
CID100016850,fluorescein,Intermittent claudication,0.000275
CID100016850,fluorescein,Laryngeal oedema,0.000275
CID100016850,fluorescein,Mediastinal disorder,0.003
CID100016850,fluorescein,Nausea,0.27525
CID100016850,fluorescein,Nervous system disorder,0.0005
CID100016850,fluorescein,Pain,0.003
CID100016850,fluorescein,Pallor,0.000275
CID100016850,fluorescein,Paraesthesia,0.003
CID100016850,fluorescein,Pruritus,0.25275
CID100016850,fluorescein,Pulmonary oedema,0.000275
CID100016850,fluorescein,Convulsion,0.000275
CID100016850,fluorescein,Shock,0.08458333333333333
CID100016850,fluorescein,Sneezing,0.000275
CID100016850,fluorescein,Cerebrovascular accident,0.0005
CID100016850,fluorescein,Loss of consciousness,0.126625
CID100016850,fluorescein,Syncope,0.25275
CID100016850,fluorescein,Tachycardia,0.000275
CID100016850,fluorescein,Thrombophlebitis,0.003
CID100016850,fluorescein,Tremor,0.0005
CID100016850,fluorescein,Erythema,0.0005
CID100016850,fluorescein,Urticaria,0.17033333333333334
CID100016850,fluorescein,Angiopathy,0.0005
CID100016850,fluorescein,Vasodilation procedure,5e-05
CID100016850,fluorescein,Vomiting,0.25275
CID100016850,fluorescein,Peripheral vascular disorder,0.000275
CID100016850,fluorescein,Chills,0.0005
CID100016850,fluorescein,Vasospasm,0.000275
CID100016850,fluorescein,Acute myocardial infarction,0.0005
CID100016850,fluorescein,Respiratory arrest,0.000275
CID100016850,fluorescein,Skin disorder,0.0005
CID100016850,fluorescein,Malaise,0.0005
CID100016850,fluorescein,Discomfort,0.0005
CID100016850,fluorescein,Feeling abnormal,0.0005
CID100016850,fluorescein,Ill-defined disorder,0.0005
CID100016850,fluorescein,Cold sweat,0.0005
CID100016850,fluorescein,Abdominal discomfort,0.25275
CID100016850,fluorescein,Retching,0.0005
CID100016850,fluorescein,Throat tightness,0.003
CID100016850,fluorescein,Anaphylactoid reaction,0.000275
CID100016850,fluorescein,Bradycardia,0.000275
CID100016850,fluorescein,Nasal oedema,0.000275
CID100016850,fluorescein,Nasal congestion,0.000275
CID100016850,fluorescein,Hot flush,0.000275
CID100016850,fluorescein,Menopausal symptoms,0.000275
CID100016850,fluorescein,Aphasia,0.0055
CID100016850,fluorescein,Feeling hot,0.003
CID100016850,fluorescein,Hypoxia,0.000275
CID100016850,fluorescein,Hypoventilation,0.000275
CID100016850,fluorescein,Respiratory failure,0.000275
CID100016886,5-aza-2'-deoxycytidine,Abdominal distension,0.03026925
CID100016886,5-aza-2'-deoxycytidine,Gastrointestinal pain,0.11590680000000002
CID100016886,5-aza-2'-deoxycytidine,Abdominal pain,0.11590680000000002
CID100016886,5-aza-2'-deoxycytidine,Alopecia,0.0483415
CID100016886,5-aza-2'-deoxycytidine,Anaemia,0.52328725
CID100016886,5-aza-2'-deoxycytidine,Decreased appetite,0.14158826666666666
CID100016886,5-aza-2'-deoxycytidine,Anxiety,0.10106158000000001
